,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
621,1310,2,2,2,176,14,2,176.0,53.0,17.110020661157026,3,3,3,2,4,,1,4,3,2,2,5,1,5,1,5,2,3,5,1,4,5,1,3,5,2,4,1,5,2,4,5,1,5,5,4,2,5,4,1,1,2,1,5,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,3,1,2,2,5,3,3,,2,3,5,4,4,,2,2,2,2,2,1,2,1,4,2,1,2,4,1,1,2,3,4,3,1,5,1,1,4,5,4,5,4,,,4,5,2,5,3,1,1,4,1,2,4,4,4,2,4,1,1,3,3,2,4,1,5,3,4,5,5,1,4,4,5,1,1,3,3,2,2,3,5,3,2,5,4,4,5,3,2,1,4,5,1,2,4,2,2,,,,4,,,,,,,3,,,4,Y,2,13
622,1311,1,1,2,224,18,3,168.0,54.0,19.13265306122449,4,4,4,4,4,11,3,5,4,4,5,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,3,4,1,4,5,5,5,5,5,4,4,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,4,4,3,3,3,3,3,3,2,1,3,3,4,1,4,4,5,5,1,4,5,5,1,5,1,1,4,3,3,4,3,,,4,4,3,5,3,3,3,3,2,3,3,3,4,4,4,3,3,4,3,2,3,5,2,2,2,1,3,4,4,4,2,3,1,1,4,1,3,5,5,2,1,5,4,4,4,5,3,3,4,5,3,4,3,2,0,4,4,4,4,3,4,3,2,4,4,-1,STAPS,,3,Y,1,75
623,1316,2,2,2,283,23,3,180.0,85.0,26.234567901234566,4,4,4,4,4,,4,5,5,5,4,5,4,5,3,5,4,4,5,5,4,5,5,4,5,4,2,3,2,4,5,5,5,4,5,4,5,3,5,5,5,5,3,4,1,3,2,5,4,4,3,4,4,4,3,3,1,2,3,4,3,4,3,3,2,4,1,4,3,4,4,3,3,3,5,3,5,4,2,3,1,4,4,4,5,4,4,4,3,1,1,2,4,2,1,4,2,3,5,5,4,2,2,2,4,2,,,2,3,1,1,2,2,1,3,4,3,1,2,1,2,1,1,1,1,3,1,1,2,1,1,2,3,2,2,1,2,4,2,3,2,3,2,5,4,4,5,5,5,5,5,4,1,2,2,4,5,2,1,4,2,1,4,4,2,4,1,2,4,2,4,4,-5,SHS,,2,Y,1,34
624,1320,1,1,2,206,17,2,168.0,56.0,19.841269841269845,4,4,3,4,4,13,4,3,2,3,5,4,4,5,4,4,4,4,3,4,4,4,4,4,2,5,4,4,2,3,5,4,4,3,5,5,5,1,5,5,3,5,4,2,1,4,2,5,5,5,5,4,5,4,4,3,2,3,1,2,4,5,3,3,1,5,1,5,1,2,2,2,2,5,3,5,5,5,2,5,2,4,2,4,4,4,4,4,2,1,1,1,1,1,3,2,1,1,5,4,4,4,2,3,3,3,,,3,4,3,4,2,3,2,3,2,4,3,3,4,4,4,3,4,3,4,5,4,1,2,4,2,2,5,4,1,1,2,1,3,1,4,2,3,5,5,2,4,5,5,4,3,2,5,1,3,3,3,2,1,2,0,3,4,3,4,2,4,3,,4,2,-1,,,5,Y,1,05
625,1321,1,1,2,235,19,3,169.0,53.0,18.556773222226116,4,4,2,4,4,12,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,3,4,5,4,5,5,5,2,5,5,5,5,3,4,1,2,2,5,4,4,4,2,4,4,2,2,2,2,3,4,3,4,3,3,3,4,3,4,2,3,3,3,4,3,3,5,5,5,3,4,3,3,3,2,3,3,4,4,2,3,4,5,4,1,3,5,3,2,5,4,4,4,4,4,4,5,,,3,5,4,4,5,5,3,2,2,2,3,5,5,5,5,5,3,5,4,4,5,3,2,5,3,2,1,3,3,2,3,2,3,3,5,4,2,4,5,2,5,4,3,4,3,5,3,1,4,5,3,1,4,2,,,4,,4,,4,1,4,4,4,-1,,,3,Y,1,13
626,1323,1,1,2,220,18,3,160.0,58.0,22.656249999999996,4,4,4,4,4,15,1,3,4,,3,4,4,4,5,4,3,5,2,4,4,,4,4,4,4,5,3,,4,5,4,5,2,4,4,4,2,5,5,,4,1,2,1,4,3,5,4,4,4,2,2,4,4,2,1,1,2,4,3,2,1,4,3,3,1,3,1,,3,4,4,3,5,4,3,2,3,3,2,4,4,2,4,3,5,4,2,2,1,4,5,1,1,3,2,4,5,4,4,3,4,4,5,3,,,2,1,1,5,2,2,1,2,1,1,1,3,2,4,1,4,1,3,4,,4,5,4,5,2,4,1,2,2,5,5,2,5,1,5,2,2,4,5,2,5,5,4,3,4,4,5,4,5,5,5,1,4,4,0,4,2,2,3,4,1,4,1,3,1,-1,SHS,,4,Y,1,04
627,1324,1,1,2,229,19,3,159.0,57.0,22.54657648036074,4,4,2,4,4,15,3,4,4,,4,5,5,5,4,4,5,5,3,3,5,2,5,4,3,5,5,1,2,1,5,1,5,1,5,1,5,1,5,5,,3,1,3,1,4,5,5,5,5,5,5,5,2,5,3,1,1,5,4,3,2,3,3,3,2,1,3,5,5,3,2,4,2,5,3,3,3,1,3,3,5,3,3,4,4,5,5,,1,1,2,5,1,1,2,5,5,5,5,5,1,,2,5,5,,,1,3,,5,,2,2,4,4,1,5,5,5,5,5,2,1,1,3,,3,1,2,5,5,5,1,5,5,1,2,1,2,1,4,2,3,5,5,4,3,5,5,3,4,4,2,3,5,3,4,3,2,3,0,,4,,2,4,4,4,,,4,-1,SHS,,3,Y,1,13
628,1326,1,1,2,221,18,3,159.0,55.0,21.75546853368142,4,3,2,4,4,14,3,3,3,3,2,4,4,5,3,4,3,4,2,3,4,4,2,4,4,5,2,4,4,2,4,3,2,3,4,3,4,1,4,4,2,3,2,2,1,4,3,4,2,2,4,4,4,4,3,2,1,1,3,4,1,1,2,2,2,2,2,1,3,5,1,3,2,3,3,1,1,2,1,2,2,5,5,3,5,5,4,4,4,5,5,5,4,1,1,2,2,4,4,4,4,2,2,1,3,3,,,3,3,2,2,2,3,2,2,2,2,4,3,2,2,2,3,2,2,2,2,2,3,1,3,2,5,1,2,3,4,5,3,3,3,4,3,4,4,4,5,2,5,5,4,3,5,1,4,4,3,4,1,3,4,0,4,4,4,1,1,1,4,1,4,4,-1,SHS,,2,Y,1,04
629,1328,1,1,2,218,18,3,157.0,46.0,18.662014686194166,1,4,3,4,4,12,1,3,4,2,4,5,5,5,5,4,5,4,3,2,4,3,3,4,5,3,5,4,4,4,4,3,2,5,5,4,4,3,5,4,4,4,4,2,1,5,3,5,5,5,5,1,1,3,4,5,2,2,3,3,2,2,3,2,2,3,1,3,3,4,3,3,3,4,3,3,4,4,2,3,2,4,3,4,5,3,4,4,3,1,1,4,5,4,2,5,4,4,5,5,5,2,3,1,1,5,,,2,4,1,5,1,1,1,3,2,4,2,2,2,2,2,1,1,1,3,1,1,4,2,1,4,4,1,3,1,1,3,1,1,1,5,1,4,3,5,5,3,3,5,1,4,4,4,1,5,4,1,2,1,4,0,4,4,4,4,3,4,4,2,3,4,-1,droit eco gestion,,3,Y,1,04
630,1329,1,1,2,239,19,3,164.0,54.0,20.077334919690664,4,4,2,4,4,11,3,4,4,4,3,4,4,5,5,5,3,3,3,3,4,4,3,4,4,4,4,3,2,2,5,5,5,3,4,4,4,5,5,4,3,4,3,3,1,3,2,4,4,2,4,2,3,2,2,2,3,2,3,3,3,4,2,3,3,4,3,4,5,3,4,3,3,4,4,5,5,3,4,4,3,4,2,2,4,3,4,4,,1,4,4,3,1,1,1,2,1,5,3,2,4,4,3,4,4,,,3,4,3,4,3,2,2,4,4,3,3,4,4,4,4,3,2,3,3,3,3,4,4,3,5,5,1,3,3,4,5,3,5,1,5,4,4,4,5,3,5,5,5,4,3,3,3,2,3,5,4,1,4,4,2,3,3,2,4,4,2,4,2,4,4,-1,SHS,,4,Y,1,13
631,1331,1,1,2,227,18,3,170.0,80.0,27.68166089965398,4,4,2,3,4,11,3,2,3,1,3,4,2,5,5,4,2,3,1,4,3,4,2,4,2,2,5,4,4,3,4,1,3,4,5,3,3,3,5,5,4,4,1,4,1,5,2,5,5,5,5,4,4,5,5,5,5,5,3,3,3,1,4,2,2,1,1,1,5,3,2,2,2,1,3,1,1,5,2,2,1,5,2,2,4,4,5,3,2,5,5,5,5,1,1,1,1,4,5,5,5,5,2,5,5,2,,,3,5,4,5,4,2,2,4,4,4,5,5,5,5,5,5,3,4,1,3,4,1,5,5,1,5,5,5,1,1,2,2,2,3,5,3,3,4,5,1,1,5,3,2,4,1,4,1,1,3,3,4,1,3,0,,,,4,,4,,,4,4,-1,,,4,Y,0,13
632,1338,1,1,2,227,18,3,158.0,47.0,18.82711103989745,4,4,2,4,4,14,2,3,3,,4,4,3,5,5,4,4,3,5,4,3,3,5,3,2,3,4,2,2,3,3,5,5,4,3,4,5,5,3,5,3,5,2,3,1,5,5,5,4,5,4,1,1,3,4,3,2,2,3,3,3,3,1,4,3,4,3,3,5,3,5,5,4,3,3,3,4,5,2,4,3,4,3,2,3,4,5,4,3,3,1,1,3,2,1,1,2,3,4,1,4,,5,,5,5,,,5,4,3,5,1,3,1,4,3,4,4,4,3,2,2,3,2,3,2,3,4,1,5,3,3,1,1,3,3,3,3,2,2,2,5,3,1,3,5,3,5,2,4,2,3,5,3,3,4,4,2,1,2,2,1,3,3,2,4,3,3,2,2,3,3,-1,sciences et techno,,5,Y,1,13
633,1339,2,2,2,239,19,3,171.0,75.0,25.64891761567662,4,4,4,4,4,,1,3,4,,5,4,2,5,3,3,4,1,5,3,3,2,3,4,5,2,3,3,5,2,3,2,3,5,,2,4,5,4,2,3,3,4,1,1,3,1,5,3,5,3,1,1,4,3,2,1,2,2,2,3,5,1,3,5,5,2,5,5,2,3,3,3,5,5,5,5,1,4,3,3,2,1,2,2,1,1,2,3,1,2,3,4,1,2,2,2,1,4,1,2,3,3,1,4,2,,,1,2,1,1,3,3,3,4,2,5,2,3,2,1,2,,3,3,4,,3,3,3,1,3,2,3,2,1,5,4,1,5,2,5,2,1,5,5,3,4,2,4,5,3,5,3,2,3,5,3,2,3,3,0,4,4,4,3,3,3,4,2,4,4,-1,sciences et techno,,4,Y,1,13
634,1340,1,1,2,219,18,3,164.0,54.0,20.077334919690664,4,4,2,4,4,16,2,3,4,,5,4,4,3,5,4,4,4,4,3,5,3,5,4,2,5,4,4,2,4,4,2,4,4,5,3,4,4,5,4,,4,3,3,1,3,2,5,3,4,4,,,4,3,4,1,2,2,3,3,4,1,3,4,4,2,4,3,,3,2,2,4,4,4,4,2,3,3,2,4,4,3,4,4,4,5,3,2,2,1,4,1,1,2,3,3,4,4,4,,4,3,4,3,,,3,4,2,4,3,3,2,3,3,3,3,4,4,4,3,4,2,2,3,3,3,4,3,4,2,4,1,3,3,3,3,3,2,2,5,4,1,2,4,3,4,3,3,2,2,4,3,3,3,3,2,1,2,2,0,2,2,4,3,2,3,4,2,2,3,-1,sciences et techno,,5,Y,1,83
635,1348,2,2,2,235,19,3,178.0,73.0,23.04002019946976,4,3,4,3,4,,4,3,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,5,4,3,4,4,4,5,5,4,4,5,4,4,5,3,5,4,4,5,4,5,1,2,1,5,3,2,2,2,3,3,3,3,2,1,2,2,3,2,1,2,2,2,1,3,4,3,3,1,1,2,2,2,3,4,3,2,1,3,1,2,1,2,3,3,2,4,4,2,2,1,1,2,1,2,3,2,2,4,3,4,3,3,,,4,4,3,4,3,3,3,3,2,3,2,3,3,3,3,3,4,4,3,3,4,5,4,4,3,4,2,2,1,3,4,3,4,4,1,5,5,5,2,4,3,4,5,4,2,4,1,2,4,5,1,2,3,1,0,4,4,4,4,2,4,2,4,4,4,-1,sciences et techno,,3,Y,1,13
636,1351,2,2,2,234,19,3,185.0,72.0,21.0372534696859,4,,2,2,,,4,2,2,3,4,2,2,4,4,4,2,1,4,2,2,3,4,3,2,2,3,2,3,2,5,4,5,5,1,1,1,1,1,1,5,1,1,1,1,3,1,5,2,3,2,1,1,1,3,1,2,1,2,3,3,3,4,3,4,3,4,3,5,2,4,3,3,4,5,5,5,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,1,3,1,1,1,4,2,2,4,2,4,5,2,,,4,4,2,3,1,2,2,4,4,4,3,3,3,3,4,2,2,2,4,4,4,4,2,2,4,2,5,3,1,1,4,2,3,1,5,1,1,5,5,1,2,1,5,2,2,2,3,3,1,1,2,2,3,1,0,3,3,1,4,3,4,3,,2,3,-1,sciences et techno,,5,Y,1,13
637,1354,1,1,2,262,21,3,170.0,68.0,23.529411764705884,4,4,2,4,4,14,3,2,4,3,2,2,4,4,3,3,4,3,2,2,4,2,3,3,2,3,2,3,2,1,3,4,4,3,3,4,4,4,4,3,2,3,2,3,1,4,2,5,4,3,4,3,4,2,2,2,2,2,3,3,3,4,2,3,4,3,3,3,4,3,5,1,4,4,5,5,5,2,3,3,2,3,2,3,3,2,2,2,,1,1,1,3,1,1,4,2,1,4,2,1,3,2,2,3,2,,,2,3,2,3,3,4,4,4,3,2,2,2,3,2,2,2,1,2,3,4,4,4,4,1,4,5,1,2,3,4,5,3,3,4,4,4,5,4,5,4,3,4,5,5,3,5,2,4,5,5,5,3,4,4,0,3,3,2,3,3,3,4,,3,3,-3,STAPS,,4,Y,1,59
638,1361,2,2,2,260,21,3,187.0,82.0,23.449340844748203,4,3,4,3,4,,4,1,2,2,3,2,3,4,3,3,2,2,3,1,3,3,2,5,3,2,2,2,2,2,3,3,2,4,4,4,3,4,2,3,4,2,2,4,1,3,2,4,3,2,4,2,2,3,3,2,1,1,2,3,2,4,2,2,4,3,3,4,4,,4,3,3,4,4,4,4,4,3,3,2,3,1,2,4,3,2,2,2,2,2,2,3,2,2,2,2,3,4,3,3,2,4,3,3,2,,,4,3,4,4,2,4,3,4,2,4,2,4,3,3,2,1,1,2,3,2,2,2,4,3,2,2,3,3,2,3,2,2,2,4,4,3,5,4,5,2,5,4,5,3,4,4,4,2,3,4,2,3,1,4,2,2,,,,,,,,,,-3,sciences et techno,,4,Y,1,
639,1368,2,2,2,252,21,3,182.0,53.0,16.000483033450067,4,4,4,3,4,,,3,5,3,1,1,4,5,3,,1,3,1,2,5,1,1,5,5,3,3,5,,1,3,1,4,4,4,3,3,1,5,4,3,4,1,1,1,4,4,5,5,5,5,4,3,1,4,5,1,3,3,3,1,4,4,3,2,1,2,1,2,3,2,3,3,1,3,5,5,4,3,2,2,5,4,5,3,3,5,3,,1,3,4,4,4,3,3,1,4,5,4,4,,,,,,,,,4,,5,1,3,2,3,3,3,,2,,,5,,,3,3,2,5,5,5,1,4,5,5,1,5,5,2,5,1,3,5,1,5,5,5,5,5,4,5,4,2,5,1,3,2,5,5,4,2,5,0,2,4,2,4,4,4,4,4,,4,-3,,,3,Y,1,06
640,1370,2,2,2,235,19,3,176.0,75.0,24.212293388429753,4,4,4,3,4,,4,3,3,,3,5,1,5,3,5,4,2,3,3,4,5,3,4,5,3,1,4,,3,1,2,1,5,3,5,2,2,2,4,4,1,1,1,1,2,1,5,2,2,2,1,1,4,1,2,1,2,3,,3,3,1,3,3,3,5,4,5,,5,,3,5,5,5,5,5,4,3,,1,2,2,2,1,2,3,1,4,3,2,4,4,3,2,2,1,4,2,1,1,1,4,5,5,,,4,4,3,4,2,,2,3,2,2,2,4,4,2,2,1,1,2,4,4,,2,1,3,1,5,1,5,1,3,2,1,1,2,5,3,4,5,4,3,1,5,5,5,4,5,1,2,5,5,3,1,3,4,0,4,4,4,4,4,3,4,1,4,4,-3,,,,Y,0,83
641,1375,1,1,2,246,20,3,172.0,63.0,21.29529475392104,4,4,,4,4,15,4,2,4,,4,4,4,4,5,4,5,4,4,3,4,4,5,5,4,5,4,4,,4,4,4,4,5,5,4,5,3,5,4,4,4,4,5,1,5,3,5,3,4,3,2,2,3,4,1,2,2,1,3,2,2,3,2,1,3,1,3,2,3,2,2,2,4,2,4,3,5,2,2,1,4,2,3,4,5,5,4,4,2,2,1,3,1,2,4,4,5,5,5,5,3,4,2,3,4,,,3,4,2,4,1,2,2,3,3,4,3,4,3,4,2,2,1,2,1,2,2,5,3,3,2,3,2,5,1,1,2,2,2,2,5,2,4,5,,2,4,5,5,4,4,5,3,2,4,2,2,1,4,3,0,3,4,2,4,2,3,2,2,3,4,-3,santé,,4,Y,1,
642,1376,2,2,2,258,21,3,180.0,60.0,18.51851851851852,1,4,3,3,4,,1,5,4,4,5,5,4,3,2,4,,4,3,,5,4,2,3,5,5,5,3,5,1,5,3,5,3,5,4,5,4,5,5,,5,3,3,1,3,5,5,4,2,4,4,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,2,4,3,2,4,3,1,3,4,2,4,1,2,2,5,3,3,5,2,2,5,5,4,4,2,2,2,2,2,2,3,3,4,5,,,3,4,4,,,,4,2,3,4,,,2,1,1,1,2,4,3,3,,,,2,3,,2,,1,,,,1,1,4,5,3,3,4,2,4,5,4,4,4,4,4,4,,4,3,3,4,3,4,4,3,3,2,0,3,4,3,4,3,3,3,3,4,3,-1,sciences et techno,,3,N,1,13
643,1377,2,2,2,260,21,3,172.0,64.0,21.63331530557058,4,4,4,4,4,,4,4,5,5,1,4,2,3,5,4,3,3,1,3,5,2,2,4,2,3,3,1,2,1,5,5,5,4,1,4,5,5,5,2,5,5,5,5,1,1,2,5,5,5,5,1,1,1,1,1,1,1,4,4,4,5,1,4,4,5,5,5,5,4,4,5,4,4,5,5,5,3,2,5,5,4,1,2,2,5,5,3,4,1,1,2,4,1,1,2,1,2,5,1,1,5,5,5,3,5,,,5,5,2,4,5,2,2,3,2,3,5,2,5,3,2,3,3,1,5,5,5,5,5,3,3,5,1,1,3,5,4,3,5,5,3,5,2,5,5,5,5,5,5,4,1,5,3,3,2,4,2,5,5,5,0,4,4,4,4,3,4,3,4,4,4,-4,,,4,Y,2,13
644,1379,1,1,2,250,20,3,158.0,55.0,22.031725684986377,4,4,4,4,4,13,1,2,2,2,5,3,3,3,4,3,4,3,4,2,4,1,5,4,1,4,2,4,2,3,3,1,1,5,3,1,4,3,4,2,3,2,2,1,1,2,3,5,5,4,5,1,1,4,3,5,1,4,2,2,3,3,2,3,3,2,1,2,3,2,2,2,2,4,3,3,4,2,2,3,1,3,2,3,4,2,4,3,2,2,4,3,5,1,3,4,2,3,5,3,4,3,1,2,3,4,,,2,3,1,4,2,2,2,3,3,4,1,2,4,5,2,2,3,1,3,3,4,3,3,5,2,1,3,3,1,2,3,1,1,2,5,2,5,5,5,2,4,3,5,2,4,3,2,1,3,3,2,1,2,2,0,3,3,3,4,2,4,3,2,3,3,-4,sciences et techno,,4,Y,1,13
645,1380,1,1,2,274,22,3,163.0,57.0,21.453573713726524,4,4,4,4,4,12,1,4,5,4,2,5,4,5,2,5,2,4,1,2,4,4,3,5,5,5,5,5,4,2,5,5,5,5,4,4,5,4,5,5,5,5,4,4,1,5,4,5,5,5,5,4,4,5,5,3,3,2,2,4,3,2,3,3,2,3,1,3,1,4,4,4,3,5,4,4,4,4,2,4,2,4,1,3,3,4,4,4,1,4,4,5,4,3,3,4,2,5,5,5,5,3,4,2,5,5,,,2,4,1,3,2,2,2,4,4,3,2,3,2,2,3,2,2,2,3,2,3,2,1,5,3,5,1,4,1,1,4,1,1,2,3,1,4,3,5,3,5,3,5,4,3,2,3,3,2,3,4,3,1,4,1,4,2,2,3,3,2,3,1,3,4,-4,sciences et techno,,4,Y,1,13
646,1381,2,2,2,256,21,3,185.0,77.0,22.498173849525198,4,3,3,3,3,,4,4,4,3,3,4,4,4,2,4,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,4,5,5,3,3,3,3,3,1,4,4,5,4,4,5,4,4,4,4,3,3,1,2,4,3,5,3,2,4,4,1,5,4,3,5,5,4,5,5,5,5,4,2,3,3,4,3,4,4,3,4,4,3,1,1,1,3,1,1,4,3,1,4,5,1,2,4,2,4,3,,,3,4,3,3,3,4,3,4,3,3,2,2,2,3,2,2,1,2,3,4,3,4,2,2,5,3,1,3,2,4,4,2,5,4,5,3,3,2,5,4,4,5,4,3,4,1,4,3,2,4,3,1,1,3,2,4,3,4,3,4,2,3,2,3,4,-2,STAPS,,4,Y,1,83
647,1384,2,2,2,248,20,3,170.0,52.0,17.99307958477509,1,3,3,4,4,,3,2,3,4,3,2,3,3,3,4,2,2,3,3,4,2,2,3,3,2,4,3,2,2,2,3,4,4,5,2,4,3,4,2,3,5,3,3,1,3,2,5,5,4,4,2,3,2,4,2,1,2,3,3,4,4,2,3,4,4,3,4,5,4,4,4,4,5,4,5,5,3,4,3,3,2,2,2,2,2,2,1,4,1,2,1,4,4,2,2,2,2,4,2,1,2,2,3,2,3,,,2,3,2,4,2,3,3,4,3,3,3,2,3,4,3,3,2,4,4,4,3,4,4,3,4,4,2,3,2,3,4,3,4,3,4,4,5,5,5,4,4,5,5,2,2,4,2,3,4,5,4,3,2,4,2,,,,,,,,,,,-2,santé,,4,Y,1,13
648,1385,2,2,2,288,24,3,187.0,93.0,26.59498412879979,4,3,2,4,4,,3,5,5,4,3,5,4,3,3,5,2,4,1,5,5,5,2,3,4,4,3,2,4,2,4,3,4,4,5,4,4,3,2,2,4,4,2,3,2,0,0,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,3,4,3,5,3,4,4,3,3,5,5,5,1,3,3,3,4,1,2,3,3,4,3,3,1,1,1,3,1,1,1,1,1,3,2,1,4,2,4,5,3,,,4,4,3,4,,,,3,2,2,3,5,5,5,5,5,5,5,4,4,5,5,5,4,3,5,2,3,2,4,4,2,4,4,4,4,5,5,5,4,4,5,4,5,2,2,3,2,4,5,3,5,3,4,1,,3,,4,4,4,4,4,4,4,-3,STAPS,,3,Y,1,59
649,1386,2,2,2,242,20,3,183.0,72.0,21.49959688255845,4,3,4,3,4,,4,2,2,,3,4,2,4,2,5,4,3,4,2,3,3,3,2,3,4,4,1,,2,4,2,4,2,4,4,4,1,3,3,2,3,1,3,1,3,4,4,4,5,5,3,3,2,3,4,2,4,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,3,3,3,4,3,3,4,3,4,4,3,3,4,3,4,3,3,3,3,5,5,4,4,4,1,1,2,1,,,2,4,1,4,2,3,2,4,5,4,4,1,4,2,2,3,2,2,3,,2,2,2,1,2,4,1,4,3,4,4,3,5,3,4,5,4,3,5,2,4,4,3,2,3,1,2,3,4,5,4,1,2,2,0,3,2,3,3,3,2,3,2,3,3,-2,STAPS,,4,Y,1,83
650,1387,2,2,2,239,19,3,185.0,75.0,21.913805697589478,4,4,2,3,4,,2,2,3,4,1,2,2,3,3,2,5,5,1,2,4,4,1,3,3,4,4,4,3,1,3,4,5,4,4,3,4,3,2,4,2,3,2,2,1,4,2,5,4,4,4,2,2,2,1,2,1,2,3,3,3,4,4,4,2,4,4,4,5,4,4,4,4,5,5,5,5,4,4,5,4,4,2,3,5,2,3,2,3,2,2,1,4,1,1,1,5,4,5,2,5,3,2,2,3,3,,,2,4,,5,2,,1,3,2,4,5,3,4,4,5,3,3,4,5,4,5,4,5,1,1,5,3,3,3,4,3,3,5,5,4,5,1,3,5,4,4,5,5,3,2,3,2,2,5,5,4,2,2,3,0,4,4,1,3,4,4,,,,,-2,STAPS,,4,Y,1,83
651,1389,2,2,2,275,22,3,165.0,58.0,21.30394857667585,4,3,4,3,4,,3,3,2,4,2,5,4,5,4,4,1,2,2,3,3,1,3,2,5,2,4,1,4,1,4,5,2,4,4,4,4,2,5,4,4,3,3,2,1,3,1,5,4,2,2,1,1,1,1,1,1,1,4,3,4,5,1,5,4,4,3,4,5,3,5,3,4,4,5,5,5,3,4,4,3,4,1,2,4,2,1,1,2,1,1,1,3,1,1,1,2,2,4,2,1,4,4,4,4,4,,,3,4,4,4,4,5,2,4,2,3,2,2,4,4,4,4,4,3,5,4,4,2,4,5,1,5,2,1,4,5,5,3,5,5,4,5,5,4,5,5,5,4,5,5,4,5,4,3,5,5,5,2,5,5,0,4,3,3,4,4,2,1,2,4,3,-3,sciences et techno,,5,Y,1,13
652,1390,2,2,2,268,22,3,174.0,56.0,18.49649887699828,4,4,4,4,4,,1,5,4,5,5,5,4,2,3,5,1,3,4,1,2,1,3,4,5,2,5,2,5,1,3,1,1,4,3,1,3,1,5,3,4,1,1,2,1,5,3,5,5,5,5,1,5,1,3,5,1,4,4,3,2,5,3,5,4,2,5,1,5,4,5,4,5,2,5,5,5,3,5,3,5,3,1,2,2,1,3,2,1,1,1,1,1,4,4,4,5,1,5,1,1,1,1,1,1,1,,,1,2,1,1,5,1,5,5,3,3,1,1,4,4,5,2,1,1,4,5,2,5,3,1,3,5,5,2,5,4,4,3,2,3,4,3,1,5,5,2,3,2,3,2,2,5,2,1,2,4,3,3,1,2,0,,,,,,,,,,,-3,,,3,N,1,13
653,1391,2,2,2,269,22,3,185.0,72.0,21.0372534696859,4,4,2,3,4,,3,5,5,2,3,5,4,2,1,5,4,2,2,4,4,4,2,2,4,2,4,3,3,2,5,5,5,5,5,4,5,5,5,4,5,4,4,5,1,1,1,3,3,1,1,1,1,4,1,1,1,1,4,3,4,5,4,4,5,4,5,5,5,3,5,,4,4,5,5,5,3,5,4,4,5,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,4,1,1,5,3,4,5,3,,,4,4,4,5,5,5,4,5,2,4,4,4,4,4,4,4,3,2,4,4,4,5,5,1,5,5,1,1,1,4,5,3,3,3,5,4,5,5,5,5,5,5,5,5,4,5,1,2,5,5,5,4,5,3,0,,,,,,,,,,,-3,sciences et techno,,4,Y,1,84
