,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
654,1392,2,2,2,254,21,3,173.0,60.0,20.04744562130375,4,3,4,3,4,,4,4,2,5,5,4,4,4,2,4,2,3,4,2,4,3,5,4,5,3,4,2,4,2,3,2,4,2,3,2,5,3,5,4,3,4,2,2,1,3,3,5,4,4,4,4,3,2,2,2,1,1,3,4,2,3,3,3,5,3,5,2,5,4,5,,3,5,4,5,5,4,2,3,1,4,4,2,2,3,4,2,3,1,1,1,1,1,2,4,3,4,5,1,1,2,2,1,4,2,,,1,3,1,4,2,2,3,3,3,4,3,1,3,4,2,2,2,2,4,,,3,2,3,3,5,1,1,2,4,4,2,5,3,4,3,5,5,5,5,5,4,5,3,3,2,2,2,3,4,4,1,2,3,0,,,4,1,,4,4,4,4,4,-3,droit eco gestion,,4,Y,1,13
655,1396,2,2,2,244,20,3,182.0,80.0,24.151672503320853,4,4,3,2,4,,4,3,4,5,2,5,3,4,1,5,2,4,3,4,2,3,1,3,5,1,3,1,4,2,2,4,3,5,3,5,2,4,4,3,4,3,3,2,1,2,5,4,2,1,2,1,3,4,2,1,3,1,4,5,5,4,,4,3,3,1,5,5,5,5,,5,,5,5,5,,4,5,4,4,3,3,1,1,3,1,,1,1,3,,1,1,4,4,1,4,4,1,1,5,4,4,2,,,2,4,,3,2,3,1,4,2,3,,4,4,4,5,4,2,3,5,4,4,2,5,5,5,5,1,1,3,4,5,3,4,2,4,4,5,4,4,3,5,5,5,5,3,5,3,3,5,4,5,2,3,4,0,3,4,2,3,4,2,2,3,3,4,-3,sciences et techno,,2,Y,1,
656,1401,2,2,2,256,21,3,166.0,65.0,23.588329220496444,,3,4,3,4,,3,4,4,5,1,5,4,4,3,4,4,4,2,4,4,4,2,4,4,3,4,4,5,2,3,4,3,4,5,5,4,4,4,2,5,4,4,4,1,3,2,5,4,4,4,2,2,3,3,3,2,2,4,4,4,4,2,3,3,5,5,5,5,4,4,5,4,4,4,5,5,4,2,3,3,3,2,3,2,2,4,3,2,1,2,4,3,2,1,3,2,2,3,2,,4,3,4,4,3,,,4,4,3,4,2,3,3,3,2,4,3,4,4,4,4,3,2,4,4,5,4,4,3,4,3,5,1,4,4,2,5,3,3,4,3,3,3,4,4,4,4,4,5,3,3,2,3,2,3,5,3,3,3,3,1,4,4,3,3,3,4,3,2,4,3,-3,droit eco gestion,,3,Y,2,
657,1408,1,1,2,220,18,3,168.0,68.0,24.092970521541954,4,4,4,4,4,12,1,5,4,4,3,4,3,5,3,5,3,2,3,4,3,4,2,3,4,4,4,2,4,2,3,3,4,4,5,4,4,3,5,4,,3,3,3,1,4,2,5,5,4,5,1,1,4,3,4,4,3,2,,2,3,,2,3,3,3,3,4,,3,3,3,3,4,4,4,,4,3,3,3,1,2,3,2,3,3,3,3,3,3,3,1,2,2,2,3,3,3,2,4,4,4,5,3,,,4,4,4,5,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,5,2,3,3,3,3,2,2,1,4,2,4,3,5,2,4,3,3,1,4,,2,2,4,4,2,3,1,1,0,3,3,3,4,3,3,3,2,4,4,-1,santé,,2,Y,1,67
658,1409,2,2,2,228,19,3,174.0,71.0,23.450918219051392,4,4,4,4,4,,1,5,5,2,5,4,5,5,5,5,4,5,4,5,5,5,3,5,5,4,5,5,5,5,4,3,2,5,5,5,5,5,5,5,5,5,1,3,1,,3,5,4,5,4,2,5,5,3,2,1,1,4,,4,1,,3,2,2,1,1,5,,3,3,3,1,5,2,2,3,3,4,2,3,1,2,2,2,5,2,2,1,3,4,4,3,4,1,1,5,5,2,4,3,1,4,5,5,,,3,5,4,5,1,1,1,4,3,4,5,5,5,5,5,4,,3,3,,,5,2,1,1,1,3,5,3,2,1,2,1,1,5,1,5,3,3,2,5,4,2,5,5,3,4,1,5,3,1,1,1,1,0,,1,,4,,,,4,4,,-1,droit eco gestion,,5,Y,2,67
659,1411,1,1,2,230,19,3,168.0,110.0,38.97392290249434,4,3,3,4,4,10,2,5,5,1,4,5,4,5,4,2,3,2,1,5,3,5,5,5,4,3,5,5,,4,5,4,5,5,4,5,5,2,5,5,5,4,4,4,1,5,3,5,5,5,5,2,4,4,1,4,3,4,2,3,1,2,3,2,1,1,1,1,4,2,1,2,1,1,3,3,1,5,3,1,1,5,2,3,3,2,4,5,2,5,5,4,3,2,3,4,2,4,5,3,4,5,5,5,5,4,,,5,4,4,5,2,2,2,1,1,4,4,5,4,4,5,4,3,3,3,2,5,5,1,2,5,5,1,2,4,4,3,3,4,4,5,3,1,5,3,3,4,3,4,3,4,4,5,1,3,2,1,3,1,3,3,,4,,,4,3,1,,4,,-1,,,4,Y,1,67
660,1412,1,1,2,241,20,3,168.0,75.0,26.573129251700685,4,3,2,4,4,13,1,4,5,3,3,4,4,3,3,3,4,3,2,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,4,3,4,3,3,3,3,2,3,2,1,5,3,5,4,4,3,5,4,3,3,4,4,4,3,3,2,2,3,3,3,3,3,2,3,3,1,3,2,1,3,3,3,4,2,2,3,2,2,3,2,4,4,4,1,2,4,3,2,2,2,2,1,3,3,3,3,3,4,5,3,4,,,4,3,4,3,4,3,2,2,3,4,2,3,1,2,4,3,4,4,3,3,4,2,2,2,2,2,2,4,1,2,4,1,2,2,4,3,4,3,5,2,4,3,3,2,3,2,3,1,2,4,3,2,2,3,0,,,,,,,,,,,-1,art lettres langues,,4,N,1,
661,1414,2,2,2,235,19,3,173.0,55.0,18.376825152861773,2,3,4,3,3,,4,3,4,3,3,3,2,5,3,4,2,3,1,3,4,3,2,4,4,3,4,3,4,2,5,3,5,4,4,3,5,4,5,4,,5,3,3,1,4,4,5,5,4,4,2,4,4,1,4,1,2,4,3,4,4,3,3,3,3,3,3,3,4,5,3,5,2,5,4,5,4,2,5,3,4,3,3,4,2,4,4,2,1,1,4,4,2,3,4,4,5,5,4,4,4,4,3,4,3,,,5,5,4,5,3,4,3,2,2,3,3,4,4,5,5,4,3,2,5,5,4,5,3,2,3,2,1,3,5,4,5,4,4,4,5,4,5,4,5,2,5,5,4,3,2,2,3,3,5,5,3,3,3,3,0,4,4,2,4,4,4,4,2,4,4,-2,STAPS,,3,Y,1,83
662,1415,2,2,2,240,20,3,186.0,80.0,23.12406058503873,4,3,4,3,4,,3,4,4,3,1,5,5,5,2,4,2,5,1,3,5,3,2,3,3,4,3,2,3,1,5,3,3,4,3,4,4,1,5,2,3,2,2,3,1,4,4,5,5,5,5,4,4,3,2,4,1,4,4,3,4,4,4,4,2,4,1,4,4,4,4,4,5,5,5,5,5,4,1,4,4,4,2,2,5,5,5,5,1,1,1,1,4,1,1,4,4,4,4,2,4,4,3,4,5,4,,,4,4,4,5,1,2,1,4,4,4,3,2,4,4,4,2,2,3,5,5,4,5,2,1,5,2,2,5,5,4,3,4,5,4,4,4,4,4,5,5,5,5,5,5,3,4,5,3,4,4,3,4,3,3,0,,4,1,4,4,4,4,3,4,4,-2,STAPS,,3,Y,1,83
663,1426,1,1,2,252,21,3,163.0,74.0,27.85200797922391,4,4,3,4,4,11,2,3,5,1,2,3,3,5,4,3,4,5,1,3,4,4,1,4,3,4,2,3,3,2,4,4,4,5,4,5,5,3,5,5,4,3,3,3,1,4,1,5,5,5,5,3,1,3,2,4,1,2,2,3,2,1,3,3,2,1,1,1,3,4,2,3,2,1,3,2,1,3,1,3,2,5,3,4,5,5,5,5,4,4,1,3,3,1,1,3,3,5,5,5,5,3,1,3,3,2,,,3,3,1,4,2,2,2,4,3,5,2,3,3,3,2,2,1,1,2,2,4,5,3,1,4,4,1,3,3,3,3,3,4,3,5,5,4,4,5,2,5,4,3,2,4,4,4,2,4,3,3,2,2,2,0,4,3,3,4,2,4,3,2,4,4,-3,sciences et techno,,2,Y,1,81
664,1427,1,1,2,238,19,3,181.0,62.0,18.924941241109856,4,4,2,4,4,15,2,5,5,4,1,5,4,5,2,5,2,4,1,5,5,4,1,4,5,4,2,3,5,1,5,4,5,4,5,4,5,4,5,5,3,5,4,4,1,2,3,5,3,4,4,2,3,2,2,1,1,1,3,3,3,3,1,3,3,4,2,4,4,1,3,2,3,4,5,5,4,3,3,3,2,3,2,2,3,4,4,3,,1,1,4,3,1,1,3,3,3,2,4,3,4,1,2,3,3,,,2,5,2,4,3,2,2,3,3,4,2,4,4,4,3,3,1,3,3,1,3,1,5,3,4,5,1,5,1,4,4,3,4,3,5,4,5,4,5,3,5,5,5,3,5,4,3,3,4,3,3,4,4,3,0,4,4,3,4,4,4,3,2,4,3,-2,santé,,3,Y,1,13
665,1428,2,2,2,265,22,3,180.0,85.0,26.234567901234566,4,4,4,4,4,,1,5,5,2,2,5,4,5,5,5,2,3,2,5,3,4,1,5,5,3,5,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,5,3,4,5,1,4,1,1,1,1,1,4,2,4,2,1,4,4,3,5,3,5,2,4,,5,4,5,5,5,2,3,5,4,3,4,4,1,4,5,2,2,1,1,1,1,1,1,1,3,1,5,1,1,5,3,5,5,4,,,4,5,5,5,5,1,1,4,1,2,5,5,5,5,5,5,5,2,5,5,5,3,5,1,5,4,1,3,4,3,5,5,5,5,5,5,4,5,5,1,5,4,5,3,1,5,1,1,3,1,2,5,2,3,0,4,4,2,4,4,4,4,3,4,4,-3,sciences et techno,,3,Y,1,13
666,1430,2,2,2,242,20,3,183.0,98.0,29.26334020126011,4,4,3,2,4,,1,2,4,5,2,4,3,5,5,3,3,3,3,2,3,4,2,4,4,3,5,2,,2,1,1,1,3,2,3,2,4,4,2,3,3,1,2,1,4,3,5,2,4,4,1,1,1,2,1,2,2,3,3,3,2,4,4,2,2,1,3,5,3,5,3,3,2,5,5,5,3,4,4,3,3,2,3,2,3,4,2,3,4,1,3,4,3,2,2,2,4,4,4,4,4,1,3,5,5,,,4,,5,5,1,4,3,5,4,4,5,3,4,3,4,3,2,2,4,,4,2,4,4,4,4,2,3,2,3,5,2,4,4,3,4,5,3,5,4,5,2,4,4,3,1,4,1,3,4,3,2,3,4,0,4,3,4,3,3,3,3,,,,-1,sciences et techno,,3,N,1,13
667,1435,2,2,2,263,21,3,185.0,73.0,21.32943754565376,4,4,,3,4,,4,3,2,3,5,5,2,5,2,1,3,2,2,2,3,3,3,3,2,2,4,2,3,2,2,4,3,2,2,3,4,5,4,3,2,3,1,1,1,4,2,5,4,5,5,1,1,3,2,3,1,1,2,3,4,2,2,3,3,3,2,2,5,3,4,3,3,3,5,5,5,2,3,3,2,4,1,2,4,4,3,3,3,1,1,1,1,3,4,1,1,1,4,2,1,4,2,2,3,4,,,4,4,3,4,4,5,3,4,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,4,3,4,5,3,4,4,4,3,5,3,4,3,4,5,4,2,3,1,3,3,4,4,4,2,2,4,0,,,,,,,,,,,-1,travail,,4,Y,1,59
668,1437,2,2,2,263,21,3,183.0,90.0,26.874496103198062,4,3,4,3,4,,1,5,5,4,5,5,3,5,4,5,4,3,2,3,5,5,3,4,4,4,4,2,5,2,4,5,4,4,3,4,4,1,5,4,4,3,2,3,1,5,2,5,5,5,5,2,2,3,1,4,1,2,3,2,2,2,1,3,2,2,2,3,4,3,2,3,2,2,4,5,4,3,2,3,2,2,2,3,2,1,2,4,3,4,4,4,3,2,3,4,3,2,5,1,1,5,4,4,4,5,,,4,4,2,4,3,2,2,4,1,4,4,3,4,4,3,2,2,1,3,4,4,4,3,5,2,1,3,5,2,1,5,3,2,3,5,3,1,4,5,3,5,5,4,2,5,2,3,1,4,5,4,3,2,1,0,3,4,2,3,3,3,4,2,4,3,-3,sciences et techno,,4,Y,1,59
669,1439,1,1,2,131,10,1,140.0,32.0,16.326530612244902,,2,2,2,1,,4,,3,3,2,1,1,3,2,5,1,1,4,3,1,2,3,3,1,1,1,1,2,1,1,4,4,2,2,3,4,3,5,1,1,2,1,1,1,,1,2,1,4,1,2,3,2,4,5,3,2,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,5,5,5,1,5,3,2,3,3,4,5,1,1,1,3,1,1,3,3,1,1,2,3,1,1,5,1,1,1,2,3,3,,,1,3,1,3,5,5,1,5,5,,1,3,1,3,1,1,1,3,3,3,3,3,5,3,1,3,1,3,1,5,4,2,5,5,5,3,3,3,5,5,5,5,5,5,3,1,3,3,5,5,5,3,5,5,,2,3,2,3,2,3,2,,2,3,7,,,5,Y,1,59
670,1443,1,1,2,251,20,3,163.0,70.0,26.346494034400994,4,4,4,4,4,13,2,4,5,4,3,5,3,5,4,5,3,3,2,4,4,3,5,4,4,2,3,3,2,4,4,4,5,4,5,4,5,4,5,5,3,4,2,4,1,4,5,5,5,4,5,1,3,4,3,3,1,2,3,4,3,2,3,3,4,3,3,2,5,4,4,4,4,2,5,3,4,4,4,3,2,4,2,2,4,3,4,2,2,1,3,4,3,1,1,4,4,3,4,4,3,4,4,5,5,2,,,3,4,2,4,4,3,2,3,2,4,5,4,4,2,3,4,2,2,4,5,4,3,5,5,5,3,1,3,3,3,4,1,5,5,4,4,5,4,5,4,5,3,5,5,3,5,4,3,3,4,4,1,2,3,0,4,4,2,4,4,3,4,2,4,4,-3,sciences et techno,,5,,1,
671,1445,2,2,2,259,21,3,170.0,80.0,27.68166089965398,1,3,3,4,4,,1,5,5,1,5,5,5,5,5,4,2,3,2,4,5,5,2,5,5,5,5,5,4,2,4,4,4,4,4,5,5,4,5,5,5,5,4,5,1,2,4,4,4,4,4,1,1,1,2,4,1,3,2,3,4,5,2,4,5,5,5,5,5,4,5,4,5,2,5,5,5,3,4,4,4,4,3,4,4,3,3,3,3,3,2,3,5,1,1,1,2,2,5,1,1,3,3,3,5,3,,,3,5,2,2,1,2,2,1,2,3,4,4,4,4,4,4,3,3,2,2,3,4,1,5,3,4,3,3,5,5,2,4,4,2,1,5,1,5,5,2,5,3,3,2,4,2,4,3,3,4,3,4,2,5,2,,,,4,4,4,4,,4,4,-4,sciences et techno,,2,N,1,13
672,1446,1,1,2,146,12,1,157.0,38.0,15.416446914682137,,2,2,2,1,,4,4,,4,4,1,1,2,3,1,3,3,5,,3,1,5,1,,3,3,5,1,,3,5,4,5,3,1,3,3,3,3,,4,2,3,1,2,1,1,4,1,3,1,1,1,1,1,1,1,3,1,4,5,1,4,5,5,5,5,5,3,5,2,5,5,5,5,5,1,5,5,5,3,2,,1,1,1,1,1,4,1,1,3,1,1,1,1,1,5,5,1,3,4,4,2,1,,,4,4,4,4,3,2,4,2,3,3,1,1,4,4,1,1,1,1,5,5,4,,3,1,3,5,4,3,1,1,5,1,3,1,3,,5,4,5,3,5,4,5,4,2,4,3,2,3,3,2,3,5,2,0,,4,,4,1,4,4,,,1,6,,,4,Y,1,59
673,1449,1,1,2,232,19,3,165.0,55.0,20.202020202020204,4,4,4,4,4,14,2,3,4,2,4,2,4,5,5,4,3,5,3,4,4,3,4,5,5,5,5,3,4,3,5,4,5,5,5,5,5,3,5,5,4,5,5,5,1,4,4,5,5,5,5,2,2,5,3,4,1,3,2,3,5,4,5,4,4,5,1,5,5,4,4,3,4,5,4,5,5,5,1,5,4,5,4,4,5,5,5,5,2,1,1,4,5,1,1,4,4,4,5,5,5,3,1,3,4,5,,,2,5,,5,5,1,2,1,3,1,3,4,2,2,4,3,5,4,4,4,5,5,2,5,5,5,1,3,3,3,5,4,5,2,5,4,4,5,5,5,4,5,5,3,4,5,3,3,4,5,5,2,4,3,0,3,4,2,4,2,4,4,2,4,4,-2,santé,,4,Y,1,
674,1461,1,1,2,256,21,3,173.0,60.0,20.04744562130375,4,4,4,4,4,15,4,3,4,,4,4,5,5,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,4,4,4,3,1,4,4,5,5,5,5,5,5,4,3,3,2,2,2,2,2,3,4,1,5,4,2,4,2,2,4,2,1,5,2,5,5,4,2,2,2,4,2,2,4,4,4,5,2,1,1,2,4,1,1,2,2,4,5,4,4,4,4,4,4,4,,,4,4,3,4,3,4,4,2,2,3,2,3,3,4,3,3,3,2,2,2,3,4,2,1,1,4,1,2,1,2,3,1,2,1,4,2,5,5,5,5,5,5,5,2,3,4,4,2,3,4,3,1,3,2,0,3,3,2,3,3,3,3,2,3,3,-4,santé,,4,Y,1,85
675,1463,2,2,2,220,18,3,185.0,72.0,21.0372534696859,4,3,4,3,4,,4,5,5,5,4,5,4,5,5,5,4,2,3,3,4,5,4,5,5,3,,5,1,2,4,5,4,2,5,4,5,1,4,4,,3,1,3,1,3,3,5,3,5,3,5,3,5,1,3,1,3,4,2,3,2,5,4,3,1,4,1,1,1,4,4,3,4,5,5,5,4,2,2,3,5,1,,5,5,2,3,1,3,1,4,4,4,1,1,1,4,5,4,4,3,2,4,5,4,,,5,4,5,4,4,,4,1,1,2,1,5,4,3,2,4,3,4,,4,,,5,5,1,5,1,2,5,5,4,4,5,2,5,3,1,5,5,2,1,4,5,2,4,1,5,2,4,1,2,5,3,4,2,,,,,,1,,,,,-1,,,4,Y,2,13
676,1468,2,2,2,273,22,3,169.0,57.0,19.95728440880922,4,4,4,4,4,,1,4,4,4,3,4,3,3,2,4,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,4,3,3,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,2,4,3,4,3,4,5,4,4,4,4,4,4,5,5,1,4,4,4,2,2,2,3,2,1,2,3,4,2,4,5,3,2,4,4,1,5,1,1,4,3,4,4,4,,,4,5,,4,2,1,2,3,3,3,2,1,3,1,1,,,2,5,4,4,3,4,2,3,4,1,1,2,3,4,2,3,3,4,4,4,3,5,3,5,3,4,3,2,4,3,2,4,5,3,1,4,3,0,3,3,3,4,3,3,2,2,3,3,-4,sciences et techno,,2,Y,1,83
677,1469,2,2,2,256,21,3,180.0,74.0,22.839506172839506,4,3,4,4,4,,4,5,5,1,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,5,4,4,4,2,4,3,2,4,4,5,5,4,4,2,4,4,4,2,1,4,4,5,5,5,4,1,1,3,3,3,2,2,2,4,4,3,3,4,3,3,4,3,5,4,5,4,4,4,5,5,5,4,3,4,4,4,2,2,2,4,4,4,2,1,1,1,5,1,1,1,2,1,4,3,4,3,1,3,4,2,,,4,4,4,4,4,3,2,5,2,3,2,4,3,3,4,4,4,3,5,5,5,4,4,3,2,3,1,2,2,2,3,2,4,4,4,3,5,4,5,2,4,5,3,5,3,2,4,2,3,4,4,1,3,3,0,3,,3,,,,,,,,-3,sciences et techno,,4,Y,1,13
678,1473,2,2,2,220,18,3,180.0,70.0,21.604938271604937,4,3,4,3,4,,2,4,5,5,3,5,4,5,5,4,4,3,2,2,3,3,3,5,4,4,3,2,2,3,4,5,4,5,4,4,5,4,5,4,2,4,4,4,1,3,4,5,3,5,4,3,2,2,3,2,1,1,3,3,4,5,4,4,4,5,3,5,4,3,5,4,4,5,5,5,5,4,4,4,3,3,2,3,2,2,4,2,2,1,1,1,1,2,1,2,1,1,4,1,2,4,4,4,4,5,,,4,5,3,4,2,2,2,2,1,3,3,3,4,4,4,3,2,2,3,3,3,3,3,3,5,5,2,3,1,3,5,3,3,2,4,2,5,4,5,4,5,5,3,2,2,5,4,1,3,4,4,4,2,3,3,3,4,2,3,4,2,4,2,2,3,-1,,,4,Y,1,13
679,1475,2,0,1,231,19,3,174.0,63.0,20.808561236623067,4,3,4,3,4,,2,4,2,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,3,5,5,5,5,4,5,3,4,3,4,4,5,3,5,4,3,3,2,2,1,3,1,5,3,4,4,4,5,2,3,3,1,4,2,2,2,3,1,2,3,4,3,4,3,2,3,3,2,2,3,5,5,1,3,3,2,4,2,2,3,4,2,5,2,1,1,3,4,1,2,3,1,2,5,3,1,4,2,4,5,3,,,5,5,5,3,4,5,2,2,2,2,3,5,5,2,5,4,4,4,3,3,4,3,5,4,3,4,5,1,3,3,3,3,3,2,3,2,1,4,4,2,3,3,4,3,4,5,5,1,3,1,4,1,3,2,0,3,3,3,4,3,,2,2,3,3,-1,,,4,Y,1,
680,1477,2,2,2,266,22,3,180.0,80.0,24.691358024691358,4,4,4,2,4,,4,5,4,5,3,5,4,5,4,5,3,3,4,4,3,4,3,4,4,2,4,3,4,2,4,5,4,4,3,4,5,4,4,4,1,3,1,3,1,3,4,5,4,5,4,3,2,5,2,3,1,2,3,2,4,5,1,4,4,1,4,1,5,3,5,3,4,5,5,5,5,2,4,4,4,4,1,1,2,1,2,3,1,1,1,3,3,1,3,2,2,1,5,4,2,5,4,4,3,1,,,3,4,3,2,4,2,2,4,3,4,1,3,2,2,4,3,3,2,5,4,5,5,5,5,3,5,1,5,2,3,5,1,5,3,5,4,5,5,5,4,5,5,5,5,3,4,4,4,2,3,4,1,4,4,0,3,2,3,4,2,2,4,4,3,2,-3,STAPS,,4,Y,1,35
681,1480,2,2,2,254,21,3,175.0,59.0,19.26530612244898,4,4,4,4,4,,4,4,4,3,5,4,3,3,4,2,4,2,4,3,3,3,2,3,2,2,4,2,2,2,4,5,4,5,4,4,4,3,4,3,5,5,2,2,1,2,1,4,2,1,1,1,1,4,1,1,1,2,2,2,3,5,3,2,3,4,2,4,4,2,3,2,3,4,5,5,4,2,4,3,2,3,1,3,3,2,3,3,2,1,2,1,1,2,4,4,3,4,5,1,2,2,3,3,4,4,,,3,,,4,1,,1,4,4,4,3,3,4,3,3,2,1,2,4,4,4,1,2,4,2,3,2,5,1,1,4,2,1,2,1,3,5,5,3,2,2,5,4,2,3,2,4,2,3,3,2,1,4,4,0,3,3,3,4,3,4,4,2,3,4,-3,STAPS,,4,Y,1,35
682,1482,2,2,2,294,24,3,175.0,75.0,24.489795918367346,4,4,4,4,4,,1,5,5,5,3,3,3,2,1,4,1,4,2,3,4,3,3,3,3,3,1,2,4,2,2,4,3,5,3,3,4,4,2,2,4,3,2,3,1,4,3,5,4,4,5,1,2,4,1,4,1,2,3,4,4,4,3,5,4,4,3,5,5,4,5,4,4,3,5,5,5,4,3,4,4,4,3,2,2,2,5,3,1,2,4,3,5,1,2,2,2,3,4,3,1,4,3,5,5,3,,,4,4,4,5,5,4,4,5,4,2,3,3,5,,3,4,4,5,5,,4,1,3,2,3,5,1,3,4,4,5,3,3,2,3,3,5,3,5,5,5,3,5,3,4,1,4,3,4,5,4,1,2,4,0,3,3,2,4,4,2,4,2,4,4,-5,sciences et techno,,4,Y,1,06
683,1483,2,2,2,205,17,2,180.0,65.0,20.061728395061728,3,2,3,2,4,,1,1,3,2,2,3,5,5,3,5,3,3,1,2,4,3,1,4,1,4,1,2,4,1,5,4,5,4,5,5,5,3,5,4,2,5,2,3,1,2,1,4,4,1,4,2,2,1,2,1,1,1,2,3,3,5,1,4,4,4,1,5,4,3,5,3,4,5,4,5,5,4,4,5,4,3,3,3,4,4,3,4,3,1,4,1,3,1,2,3,1,1,1,1,1,1,1,2,4,5,,,2,1,,5,1,3,1,3,4,4,4,3,5,4,5,2,1,2,5,4,2,1,1,5,4,3,1,5,4,4,5,4,5,4,4,4,3,5,5,1,5,1,3,1,2,4,5,2,4,5,3,4,2,4,2,,4,1,4,4,1,1,1,4,4,1,,,3,Y,1,62
684,1484,2,2,2,262,21,3,184.0,72.0,21.266540642722116,4,4,3,3,4,,3,3,3,3,4,2,3,4,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,5,5,5,5,3,3,3,3,4,2,2,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,4,4,4,5,2,3,3,3,3,2,2,3,3,3,3,3,2,2,3,2,2,3,4,2,4,4,3,3,3,3,3,3,3,,,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,,,,,,-4,STAPS,,3,Y,1,80
685,1487,1,1,2,196,16,2,175.0,80.0,26.122448979591837,4,4,2,4,4,12,3,5,3,2,5,4,5,5,5,5,5,3,5,2,4,5,5,5,3,4,2,3,1,5,4,5,5,4,4,4,5,5,5,5,2,5,2,3,1,3,1,4,4,3,4,2,4,3,3,1,1,1,1,3,1,1,3,1,1,1,2,1,2,2,2,2,1,1,3,1,2,,2,1,1,4,5,4,2,4,4,4,3,3,4,3,4,3,3,1,2,5,4,5,5,1,4,2,1,5,,,1,1,1,2,1,1,1,5,5,5,1,1,1,1,2,1,1,1,1,1,2,3,,2,3,5,1,5,4,4,3,3,1,4,1,3,4,4,5,1,1,3,3,3,3,4,4,1,3,2,1,2,2,2,0,3,3,1,3,2,3,1,2,3,2,1,,,4,Y,1,62
686,1488,1,1,2,203,16,2,175.0,58.0,18.93877551020408,4,4,4,4,4,13,1,5,5,1,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,4,5,3,5,5,4,5,5,5,5,5,3,5,5,2,4,5,5,1,1,3,4,3,4,3,2,3,1,4,1,5,4,1,,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,,1,1,1,5,2,5,1,5,5,5,3,4,4,3,1,4,5,3,4,5,5,1,5,3,1,3,4,4,,,3,5,2,5,1,2,1,4,3,4,3,3,3,3,3,3,1,1,1,1,2,3,1,5,3,2,1,4,1,1,1,1,1,1,3,1,5,5,3,1,3,4,2,1,3,3,2,1,1,2,1,2,2,1,1,,,,,,,,,,,1,,,4,Y,1,62
